11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
30327643	Severe fever with thrombocytopenia syndrome	Ruminococcus	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	SMB53	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Streptococcus	increase	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Sutterella	decrease	Gastrointestinal tract
30327643	Severe fever with thrombocytopenia syndrome	Veillonella	decrease	Gastrointestinal tract
30329017	Late-onset Sepsis	Staphylococcus epidermidis	increase	Gastrointestinal tract
30329017	Late-onset Sepsis	Streptococcus pyogenes	increase	Gastrointestinal tract
30342346	Henoch-Schönlein Purpura	Acinetobacter	decrease	Oral mucosae
30342346	Henoch-Schönlein Purpura	Bacteroidales	increase	Oral mucosae
30342346	Henoch-Schönlein Purpura	Haemophilus	decrease	Oral mucosae
30342346	Henoch-Schönlein Purpura	Neisseria	increase	Oral mucosae
30342346	Henoch-Schönlein Purpura	Prevotella	increase	Oral mucosae
30342346	Henoch-Schönlein Purpura	Veillonella	increase	Oral mucosae
30344067	Aerobic vaginitis	UreaBlood parvum	decrease	Vagina
30344067	Bacterial vaginosis	MycoBlood hominis	increase	Vagina
30344067	Bacterial vaginosis	UreaBlood parvum	increase	Vagina
30344067	Bacterial vaginosis	UreaBlood urealyticum	increase	Vagina
30356183	Type 1 diabetes	Alistipes shahii	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Bacteroides vulgatus	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Bifidobacterium dentium	decrease	Gastrointestinal tract
30356183	Type 1 diabetes	Bifidobacterium pseudocatenulatum	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Lactobacillus rhamnosus	decrease	Gastrointestinal tract
30356183	Type 1 diabetes	Lactococcus lactis	decrease	Gastrointestinal tract
30356183	Type 1 diabetes	Roseburia hominis	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Streptococcus mitis	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Streptococcus oralis	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Streptococcus pneumoniae	increase	Gastrointestinal tract
30356183	Type 1 diabetes	Streptococcus thermophiles	decrease	Gastrointestinal tract
30366118	Obesity	Anaerostipes hadrus	decrease	Gastrointestinal tract
30366118	Obesity	Bacteroides faecis	decrease	Gastrointestinal tract
30366118	Obesity	Bacteroides ovatus	decrease	Gastrointestinal tract
30366118	Obesity	Bacteroides salyersiae	decrease	Gastrointestinal tract
30366118	Obesity	Bacteroides xylanisolvens	decrease	Gastrointestinal tract
30366118	Obesity	Bilophila wadsworthia	decrease	Gastrointestinal tract
30366118	Obesity	Clostridium citroniae	decrease	Gastrointestinal tract
30366118	Obesity	Coprococcus comes	decrease	Gastrointestinal tract
30366118	Obesity	Dorea formicigenerans	decrease	Gastrointestinal tract
30366118	Obesity	Holdemania	decrease	Gastrointestinal tract
30366118	Obesity	Megamonas	increase	Gastrointestinal tract
30366118	Obesity	Methanobrevibacter	increase	Gastrointestinal tract
30366118	Obesity	Oscillibacter	decrease	Gastrointestinal tract
30366118	Obesity	Streptococcus thermophiles	decrease	Gastrointestinal tract
30366118	Obesity	Veillonella parvula	decrease	Gastrointestinal tract
30386323	Obesity	Bacteroidetes	decrease	Gastrointestinal tract
30386323	Obesity	Bilophila	increase	Gastrointestinal tract
30386323	Obesity	Proteobacteria	increase	Gastrointestinal tract
30386323	Undernourishment	Bacteroidetes	decrease	Gastrointestinal tract
30386323	Undernourishment	Lachnospiraceae	increase	Gastrointestinal tract
30400238	Celiac Disease	Bacteroidetes	decrease	Duodenum
30400238	Celiac Disease	Fusobacteria	decrease	Duodenum
30400238	Celiac Disease	Novispirillum	increase	Duodenum
30412600	Colorectal cancer	Faecalibacterium	decrease	Duodenum
30412600	Colorectal cancer	Fusobacterium	increase	Duodenum
30412600	Colorectal cancer	Leptotrichia	increase	Duodenum
30412600	Colorectal cancer	Parvimonas	increase	Duodenum
30412600	Colorectal cancer	Peptostreptococcus	increase	Duodenum
30412600	Colorectal cancer	Ruminococcaceae	decrease	Duodenum
30412600	Colorectal cancer	Streptococcus	increase	Duodenum
30416033	Sjögren Syndrome	Actinomyces	decrease	Gastrointestinal tract
30416033	Sjögren Syndrome	Bacteriodes uniformis	increase	Gastrointestinal tract
30416033	Sjögren Syndrome	Bacteroides ovatus	increase	Gastrointestinal tract
30416033	Sjögren Syndrome	Bacteroides thetaiotaomicron	increase	Gastrointestinal tract
30416033	Sjögren Syndrome	Bacteroides vulgatus	increase	Gastrointestinal tract
30416033	Sjögren Syndrome	Clostridium	decrease	Gastrointestinal tract
30416033	Systemic lupus erythematosus	Bacteriodes uniformis	increase	Gastrointestinal tract
30416033	Systemic lupus erythematosus	Bacteroides ovatus	increase	Gastrointestinal tract
30416033	Systemic lupus erythematosus	Bacteroides thetaiotaomicron	increase	Gastrointestinal tract
30416033	Systemic lupus erythematosus	Bacteroides vulgatus	increase	Gastrointestinal tract
30416033	Systemic lupus erythematosus	Clostridium	decrease	Gastrointestinal tract
30417113	Multiple sclerosis	Bacillus	decrease	Gastrointestinal tract
30417113	Multiple sclerosis	Clostridium perfringens	increase	Gastrointestinal tract
30420263	Granulomatosis with polyangiitis	Aerococcaceae	decrease	Nasal cavity
30420263	Granulomatosis with polyangiitis	Haemophilus influenzae	increase	Nasal cavity
30420263	Granulomatosis with polyangiitis	Moraxellaceae	decrease	Nasal cavity
30420263	Granulomatosis with polyangiitis	Pasteurellaceae	increase	Nasal cavity
30420263	Granulomatosis with polyangiitis	Planococcaceae	increase	Nasal cavity
30420263	Granulomatosis with polyangiitis	Staphylococcaceae	decrease	Nasal cavity
30420263	Granulomatosis with polyangiitis	Staphylococcus aureus	increase	Nasal cavity
30420263	Granulomatosis with polyangiitis	Streptococcaceae	increase	Nasal cavity
30420263	Granulomatosis with polyangiitis	Tissierellaceae	decrease	Nasal cavity
30420263	Rheumatoid arthritis	Aerococcaceae	increase	Nasal cavity
30420263	Rheumatoid arthritis	Moraxellaceae	decrease	Nasal cavity
30420263	Rheumatoid arthritis	Neisseriaceae	increase	Nasal cavity
30420263	Rheumatoid arthritis	Planococcaceae	increase	Nasal cavity
30420263	Rheumatoid arthritis	Staphylococcaceae	decrease	Nasal cavity
30420263	Rheumatoid arthritis	Staphylococcus aureus	increase	Nasal cavity
30420263	Rheumatoid arthritis	Tissierellaceae	decrease	Nasal cavity
30420263	Rheumatoid arthritis	Veillonellaceae	increase	Nasal cavity
30421135	Gestational diabetes	Bacteroides	increase	Cervix
30421135	Gestational diabetes	Enterobacter	increase	Cervix
30421135	Gestational diabetes	Enterococcus	increase	Cervix
30421135	Gestational diabetes	Ezakiella	decrease	Cervix
30421135	Gestational diabetes	Klebsiella	increase	Cervix
30421135	Gestational diabetes	Porphyromonas	decrease	Cervix
30421135	Gestational diabetes	Prevotella	decrease	Cervix
30421135	Gestational diabetes	Shigella	increase	Cervix
30421135	Gestational diabetes	Varibaculum	decrease	Cervix
30421135	Gestational diabetes	Veillonella	increase	Cervix
30427066	Hand_foot and mouth disease	Bifidobacterium	increase	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Dorea	decrease	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Enterococcus	increase	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Escherichia	increase	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Gemmiger	decrease	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Phascolarctobacterium	decrease	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Roseburia	decrease	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Ruminococcus	decrease	Gastrointestinal tract
30427066	Hand_foot and mouth disease	Streptococcus	increase	Gastrointestinal tract
30445599	Crohns disease	Enterobacteriaceae	increase	Colonic tissue
30445599	Crohns disease	Faecalibacterium prausnitzii 	decrease	Colonic tissue
30445599	Crohns disease	Lachnospiraceae	decrease	Colonic tissue
30445599	Crohns disease	Oscillospira	decrease	Colonic tissue
30445599	Crohns disease	Ruminococcacae	decrease	Colonic tissue
30445599	Crohns disease	Ruminococcaceae	decrease	Colonic tissue
30459400	Rheumatoid arthritis	Acinetobacter	decrease	Saliva
30459400	Rheumatoid arthritis	Actinomyces	increase	Saliva
30459400	Rheumatoid arthritis	Bacteroides	decrease	Saliva
30459400	Rheumatoid arthritis	Brevundimonas	decrease	Saliva
30459400	Rheumatoid arthritis	Chryseobacterium	decrease	Saliva
30459400	Rheumatoid arthritis	Comamonas	decrease	Saliva
30459400	Rheumatoid arthritis	Enhydrobacter	decrease	Saliva
30459400	Rheumatoid arthritis	Fusobacterium	increase	Saliva
30459400	Rheumatoid arthritis	Granulicatella	increase	Saliva
30459400	Rheumatoid arthritis	Haemophilus	increase	Saliva
30459400	Rheumatoid arthritis	Lautropia	increase	Saliva
30459400	Rheumatoid arthritis	Leptotrichia	increase	Saliva
30459400	Rheumatoid arthritis	Mycoplana	decrease	Saliva
30459400	Rheumatoid arthritis	Neisseria	increase	Saliva
30459400	Rheumatoid arthritis	Porphyromonas	increase	Saliva
30459400	Rheumatoid arthritis	Prevotella melaninogenica	increase	Saliva
30459400	Rheumatoid arthritis	Pseudomonas	decrease	Saliva
30459400	Rheumatoid arthritis	Rothia	increase	Saliva
30459400	Rheumatoid arthritis	Sphingomonas	decrease	Saliva
30459400	Rheumatoid arthritis	Sphingomonas yabuuchiae	decrease	Saliva
30459400	Rheumatoid arthritis	Stenotrophomonas	decrease	Saliva
30459400	Rheumatoid arthritis	Streptococcus	increase	Saliva
30459400	Rheumatoid arthritis	Veillonella dispar	increase	Saliva
30459400	Rheumatoid arthritis	Wautersiella	decrease	Saliva
30464016	Preterm birth	Neisseria	increase	Gastrointestinal tract
30464016	Preterm birth	Prevotella melaninogenica	decrease	Gastrointestinal tract
30464016	Preterm birth	Rothia	increase	Gastrointestinal tract
30464016	Preterm birth	Streptococcus	increase	Gastrointestinal tract
30464016	Preterm birth	Veillonella	increase	Gastrointestinal tract
30472682	Colorectal cancer	Acremonium	increase	Gastrointestinal tract
30472682	Colorectal cancer	Chaetomiaceae	increase	Gastrointestinal tract
30472682	Colorectal cancer	Erysiphaceae	increase	Gastrointestinal tract
30472682	Colorectal cancer	Lipomycetaceae	decrease	Gastrointestinal tract
30472682	Colorectal cancer	Malassezia	increase	Gastrointestinal tract
30472682	Colorectal cancer	Moniliophthora	increase	Gastrointestinal tract
30472682	Colorectal cancer	Pisolithus	increase	Gastrointestinal tract
30472682	Colorectal cancer	Pseudeurotiaceae	increase	Gastrointestinal tract
30472682	Colorectal cancer	Rhodotorula	increase	Gastrointestinal tract
30472682	Colorectal cancer	Thielaviopsis	increase	Gastrointestinal tract
30478724	Crohns disease	Candida	increase	Gastrointestinal tract
30478724	Crohns disease	Coprococcus	decrease	Gastrointestinal tract
30478724	Crohns disease	Dipodascus	increase	Gastrointestinal tract
30478724	Crohns disease	Enterococcus	increase	Gastrointestinal tract
30478724	Crohns disease	Entyloma	increase	Gastrointestinal tract
30478724	Crohns disease	Faecalibacterium	decrease	Gastrointestinal tract
30478724	Crohns disease	Hanseniaspora	decrease	Gastrointestinal tract
30478724	Crohns disease	Hypsizygus	decrease	Gastrointestinal tract
30478724	Crohns disease	Leucosporidium	decrease	Gastrointestinal tract
30478724	Crohns disease	Naganishia	decrease	Gastrointestinal tract
30478724	Crohns disease	Roseburia	decrease	Gastrointestinal tract
30478724	Crohns disease	Trichosporon	increase	Gastrointestinal tract
30478724	Crohns disease	Wallemia	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Dipodascus	increase	Gastrointestinal tract
30478724	Ulcerative colitis	Entyloma	increase	Gastrointestinal tract
30478724	Ulcerative colitis	Hanseniaspora	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Hypsizygus	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Issatchenkia	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Leucosporidium	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Naganishia	decrease	Gastrointestinal tract
30478724	Ulcerative colitis	Wallemia	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Acidaminococcus	decrease	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Bacteroides fragilis	decrease	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Barnesiella	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Campylobacter	decrease	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Desulfovibrio	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Gelria	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Luteibacter	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Parasutterella	decrease	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Phascolarctobacterium	decrease	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Rhodanobacter	increase	Gastrointestinal tract
30481617	Adolescent idiopathic scoliosis	Tyzzerella	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Acinetobacter	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Aerococcus	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Bilophila	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Butyricicoccus	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Clostridium	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Desulfovibrio	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Escherichia	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Eubacterium	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Lactobacillus	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Paraprevotella	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Parasutterella	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Parvimonas	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Stomatobaculum	decrease	Gastrointestinal tract
30483222	Myasthenia gravis	Streptococcus	increase	Gastrointestinal tract
30483222	Myasthenia gravis	Sutterella	increase	Gastrointestinal tract
30483228	Cholestasis	Anaerostipes	decrease	Gastrointestinal tract
30483228	Cholestasis	Bacteroides	decrease	Gastrointestinal tract
30483228	Cholestasis	Bifidobacterium	decrease	Gastrointestinal tract
30483228	Cholestasis	Blautia	decrease	Gastrointestinal tract
30483228	Cholestasis	Collinsella	decrease	Gastrointestinal tract
30483228	Cholestasis	Enterococcus	increase	Gastrointestinal tract
30483228	Cholestasis	Faecalibacterium	decrease	Gastrointestinal tract
30483228	Cholestasis	Megamonas	increase	Gastrointestinal tract
30483228	Cholestasis	Megasphaera	increase	Gastrointestinal tract
30483228	Cholestasis	Phyllobacterium	increase	Gastrointestinal tract
30483228	Cholestasis	Roseburia	decrease	Gastrointestinal tract
30483228	Cholestasis	Staphylococcus	increase	Gastrointestinal tract
30483228	Cholestasis	Streptococcus	increase	Gastrointestinal tract
30519287	Crohns disease	Acinetobacter	increase	Gastrointestinal tract
30519287	Crohns disease	Bacteroides clarus	increase	Gastrointestinal tract
30519287	Crohns disease	Bacteroides xylanolyticus	decrease	Gastrointestinal tract
30519287	Crohns disease	Bifidobacterium catenulatum	decrease	Colonic tissue
30519287	Crohns disease	Clostrdium disporicum	decrease	Colonic tissue
30519287	Crohns disease	Clostridium disporicum	decrease	Gastrointestinal tract
30519287	Crohns disease	Clostridium perfringens	decrease	Colonic tissue
30519287	Crohns disease	Eubacterium hallii	decrease	Gastrointestinal tract
30519287	Crohns disease	Holdemanella	decrease	Colonic tissue
30519287	Crohns disease	Lactobacillus	decrease	Colonic tissue
30519287	Crohns disease	Lactobacillus	decrease	Gastrointestinal tract
30519287	Crohns disease	Megasphaera	decrease	Gastrointestinal tract
30519287	Crohns disease	Mitsuokella	decrease	Colonic tissue
30519287	Crohns disease	Paludibacter	decrease	Gastrointestinal tract
30519287	Crohns disease	Peptostreptococcus	increase	Gastrointestinal tract
30519287	Crohns disease	Phascolarctobacterium	decrease	Colonic tissue
30519287	Crohns disease	Psychrobacter pulmonis	increase	Gastrointestinal tract
30519287	Crohns disease	Roseburia	decrease	Colonic tissue
30519287	Crohns disease	Roseburia Inulinivorans	decrease	Colonic tissue
30519287	Crohns disease	Roseburia Inulinivorans	decrease	Gastrointestinal tract
