Disease Summary Name	General System	Applicable Gender	Monogenic Inheritance	ICD9 Codes	ICD9 Strings
Bone_Cancer	Neoplastic_Process	Both	FALSE	170.9|170.8|170.3|170.2|170.1|170.0|170.7|170.6|170.5|170.4	Malignant neoplasm of short bones of lower limb|"Malignant neoplasm of bones of skull and face, except mandible"|"Malignant neoplasm of ribs, sternum, and clavicle"|"Malignant neoplasm of short bones of upper limb"|"Malignant neoplasm of mandible"|"Malignant neoplasm of scapula and long bones of upper limb"|"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"|"Malignant neoplasm of long bones of lower limb"|"Malignant neoplasm of bone and articular cartilage, site unspecified"|"Malignant neoplasm of pelvic bones, sacrum, and coccyx"
Brain_Cancer	Neoplastic_Process	Both	FALSE	191|191.8|191.9|191.4|191.5|191.6|191.7|191.0|191.1|191.2|191.3	Malignant neoplasm of parietal lobe|"Malignant neoplasm of brain, unspecified"|"Malignant neoplasm of brain"|"Malignant neoplasm of cerebellum NOS"|"Malignant neoplasm of cerebrum, except lobes and ventricles"|"Malignant neoplasm of other parts of brain"|"Malignant neoplasm of ventricles"|"Malignant neoplasm of occipital lobe"|"Malignant neoplasm of temporal lobe"|"Malignant neoplasm of brain stem"|"Malignant neoplasm of frontal lobe"
Breast_Cancer	Neoplastic_Process	Female	FALSE	174.6|174.5|233.0|174.3|174.2|174.1|174.0|174.9|174.8|239.3|174.4|238.3|174|233	Malignant neoplasm of upper-inner quadrant of female breast|"Malignant neoplasm of nipple and areola of female breast"|"Neoplasm of unspecified nature of breast"|"Malignant neoplasm of lower-outer quadrant of female breast"|"Malignant neoplasm of lower-inner quadrant of female breast"|"Malignant neoplasm of central portion of female breast"|"Malignant neoplasm of axillary tail of female breast"|"Carcinoma in situ of breast"|"Carcinoma in situ of breast and genitourinary system"|"Malignant neoplasm of female breast"|"Malignant neoplasm of upper-outer quadrant of female breast"|"Neoplasm of uncertain behavior of breast"|"Malignant neoplasm of breast (female), unspecified"|"Malignant neoplasm of other specified sites of female breast"
CNS_Cancer	Neoplastic_Process	Both	FALSE	237.6|237.5|192.8|192.3|192.2|192.1|192.0|192.9|192|239.6	Malignant neoplasm of nervous system, part unspecified|"Malignant neoplasm of cranial nerves"|"Malignant neoplasm of spinal meninges"|"Malignant neoplasm of other specified sites of nervous system"|"Neoplasm of uncertain behavior of meninges"|"Malignant neoplasm of other and unspecified parts of nervous system"|"Malignant neoplasm of spinal cord"|"Neoplasm of unspecified nature of brain"|"Neoplasm of uncertain behavior of brain and spinal cord"|"Malignant neoplasm of cerebral meninges"
Carcinoid_Neoplasm	Neoplastic_Process	Both	FALSE	209.12|209.13|209.11|209.16|209.14|209.15|209.01|209.03|209.02|209.0|209.4|209.6|209.67|209.66|209.65|209.64|209.63|209.62|209.61|209.60|209.69|209.24|209.41|209.40|209.43|209.42	Benign carcinoid tumor of the thymus|"Malignant carcinoid tumor of the jejunum"|"Malignant carcinoid tumor of the descending colon"|"Malignant carcinoid tumor of the ascending colon"|"Malignant carcinoid tumor of the ileum"|"Benign carcinoid tumor of the ileum"|"Malignant carcinoid tumor of the duodenum"|"Malignant carcinoid tumor of the cecum"|"Benign carcinoid tumor of the foregut NOS"|"Benign carcinoid tumor of the jejunum"|"Benign carcinoid tumor of unknown primary site"|"Benign carcinoid tumor of the kidney"|"Benign carcinoid tumor of the hindgut NOS"|"Malignant carcinoid tumor of the appendix"|"Malignant carcinoid tumor of the sigmoid colon"|"Benign carcinoid tumor of the bronchus and lung"|"Malignant carcinoid tumor of the kidney"|"Benign carcinoid tumor of the small intestine, unspecified portion"|"Benign carcinoid tumors of the small intestine"|"Benign carcinoid tumor of the midgut NOS"|"Malignant carcinoid tumor of the transverse colon"|"Benign carcinoid tumors of other sites"|"Benign carcinoid tumors of other and unspecified sites"|"Benign carcinoid tumor of the stomach"|"Malignant carcinoid tumors of the small intestine"|"Benign carcinoid tumor of the duodenum"
Cervical_Cancer	Neoplastic_Process	Female	FALSE	180.0|180.1|622.11|180.8|180.9|622.1|622.10|622.12|180|233.1	Malignant neoplasm of endocervix|"Mild dysplasia of cervix"|"Dysplasia of cervix (uteri)"|"Malignant neoplasm of cervix uteri, unspecified"|"Malignant neoplasm of exocervix"|"Carcinoma in situ of cervix uteri"|"Malignant neoplasm of other specified sites of cervix"|"Dysplasia of cervix NOS"|"Moderate dysplasia of cervix"|"Malignant neoplasm of cervix uteri"
Colorectal_Cancer	Neoplastic_Process	Both	FALSE	154.1|154.0|154.3|154.2|154|154.8|153|159.0|209.10|209.17|153.2|153.3|153.0|153.1|153.6|153.7|153.4|153.5|153.8|153.9|209.1|230.4|230.5|230.6|230.3	Malignant neoplasm of other specified sites of large intestine|"Malignant neoplasm of cecum"|"Malignant neoplasm of anal canal"|"Carcinoma in situ of anal canal"|"Malignant carcinoid tumor of the rectum"|"Malignant neoplasm of rectum, rectosigmoid junction, and anus"|"Malignant carcinoid tumors of the appendix, large intestine, and rectum"|"Malignant neoplasm of ascending colon"|"Carcinoma in situ of anus, unspecified"|"Malignant neoplasm of appendix vermiformis"|"Malignant carcinoid tumor of the large intestine, unspecified portion"|"Malignant neoplasm of intestinal tract, part unspecified"|"Malignant neoplasm of rectum"|"Malignant neoplasm of transverse colon"|"Malignant neoplasm of colon"|"Malignant neoplasm of anus, unspecified"|"Malignant neoplasm of sigmoid colon"|"Malignant neoplasm of colon, unspecified"|"Carcinoma in situ of rectum"|"Malignant neoplasm of hepatic flexure"|"Malignant neoplasm of rectosigmoid junction"|"Malignant neoplasm of descending colon"|"Carcinoma in situ of colon"|"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"|"Malignant neoplasm of splenic flexure"
Connective_Tissue_Cancer	Neoplastic_Process	Both	FALSE	171|171.8|171.9|171.6|171.7|171.4|171.5|171.2|171.3|171.0|170	Malignant neoplasm of connective and other soft tissue of trunk, unspecified|"Malignant neoplasm of bone and articular cartilage"|"Malignant neoplasm of connective and other soft tissue"|"Malignant neoplasm of connective and other soft tissue, site unspecified"|"Malignant neoplasm of connective and other soft tissue of pelvis"|"Malignant neoplasm of connective and other soft tissue of abdomen"|"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"|"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"|"Malignant neoplasm of other specified sites of connective and other soft tissue"|"Malignant neoplasm of connective and other soft tissue of thorax"|"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
Endocrine_Cancer	Neoplastic_Process	Both	FALSE	194.5|194.4|194.6|194.1|194.0|194.3|194|194.9|194.8	Malignant neoplasm of aortic body and other paraganglia|"Malignant neoplasm of pituitary gland and craniopharyngeal duct"|"Malignant neoplasm of endocrine gland, site unspecified"|"Malignant neoplasm of parathyroid gland"|"Malignant neoplasm of adrenal gland"|"Malignant neoplasm of other endocrine glands and related structures"|"Malignant neoplasm of pineal gland"|"Malignant neoplasm of carotid body"
Esophageal_Cancer	Neoplastic_Process	Both	FALSE	150|230.1|150.9|150.8|150.5|150.4|150.1|150.0|150.3|150.2	Malignant neoplasm of middle third of esophagus|"Malignant neoplasm of other specified part of esophagus"|"Carcinoma in situ of esophagus"|"Malignant neoplasm of lower third of esophagus"|"Malignant neoplasm of upper third of esophagus"|"Malignant neoplasm of esophagus"|"Malignant neoplasm of abdominal esophagus"|"Malignant neoplasm of esophagus, unspecified"|"Malignant neoplasm of thoracic esophagus"|"Malignant neoplasm of cervical esophagus"
Eye_Cancer	Neoplastic_Process	Both	FALSE	234.0|190|190.9|190.8|190.1|190.0|190.3|190.2|190.5|190.4|190.7|190.6	Malignant neoplasm of eye|"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"|"Malignant neoplasm of orbit"|"Malignant neoplasm of other specified sites of eye"|"Malignant neoplasm of lacrimal duct"|"Malignant neoplasm of lacrimal gland"|"Carcinoma in situ of eye"|"Malignant neoplasm of conjunctiva"|"Malignant neoplasm of cornea"|"Malignant neoplasm of choroid"|"Malignant neoplasm of retina"|"Malignant neoplasm of eye, part unspecified"
Familial_Adenomatous_Polyposis	Neoplastic_Process	Both	TRUE	V18.51 	familial adenomatous polyposis
Female_Genital_Cancer	Neoplastic_Process	Female	FALSE	233.31|233.30|184.4|233.32|184.2|184.3|184.0|184.1|233.39|233.3|236.2|236.3|236.1	Carcinoma in situ of other and unspecified female genital organs|"Carcinoma in situ of other female genital organ"|"Malignant neoplasm of vulva, unspecified"|"Malignant neoplasm of vagina"|"Malignant neoplasm of labia minora"|"Carcinoma in situ of vagina"|"Malignant neoplasm of clitoris"|"Neoplasm of uncertain behavior of ovary"|"Carcinoma in situ of unspecified female genital organ"|"Carcinoma in situ of vulva"|"Neoplasm of uncertain behavior of placenta"|"Malignant neoplasm of labia majora"|"Neoplasm of uncertain behavior of other and unspecified female genital organs"
Generalized_Digestive_Cancer	Neoplastic_Process	Both	FALSE	230.9|159|158|158.9|209.27|209.26|209.25|158.8|159.8|159.9|159.1|230|158.0	Malignant carcinoid tumor of the foregut NOS|"Malignant carcinoid tumor of the hindgut NOS"|"Malignant neoplasm of other sites of digestive system and intra-abdominal organs"|"Malignant carcinoid tumor of the midgut NOS"|"Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum"|"Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum"|"Malignant neoplasm of retroperitoneum"|"Malignant neoplasm of peritoneum, unspecified"|"Malignant neoplasm of specified parts of peritoneum"|"Malignant neoplasm of retroperitoneum and peritoneum"|"Carcinoma in situ of digestive organs"|"Malignant neoplasm of spleen, not elsewhere classified"|"Carcinoma in situ of other and unspecified digestive organs"
Hemangioma_Lymphangioma	Neoplastic_Process	Both	FALSE	228.04|228.1|228.0|228.00|228.01|228.02|228.03|228.09|228	Hemangioma of other sites|"Hemangioma NOS"|"Hemangioma of intra-abdominal structures"|"Hemangioma of skin and subcutaneous tissue"|"Hemangioma and lymphangioma, any site"|"Lymphangioma, any site"|"Hemangioma of retina"|"Hemangioma of intracranial structures"|"Hemangioma, any site"
Hepatobiliary_Cancer	Neoplastic_Process	Both	FALSE	230.8|155.1|155.2|156|156.2|156.1|156.0|155|156.9|156.8|155.0	Malignant neoplasm of biliary tract, part unspecified|"Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts"|"Malignant neoplasm of intrahepatic bile ducts"|"Malignant neoplasm of liver, primary"|"Malignant neoplasm of gallbladder"|"Malignant neoplasm of liver, not specified as primary or secondary"|"Malignant neoplasm of gallbladder and extrahepatic bile ducts"|"Carcinoma in situ of liver and biliary system"|"Malignant neoplasm of extrahepatic bile ducts"|"Malignant neoplasm of liver and intrahepatic bile ducts"|"Malignant neoplasm of ampulla of Vater"
Hereditary_Breast_Cancer	Neoplastic_Process	Female	TRUE	V84.01	Familial breast cancer
Hereditary_Hamartoses	Neoplastic_Process	Both	TRUE	759.6	Other congenital hamartoses, NEC
Hodgkins_Disease	Neoplastic_Process	Both	FALSE	201.0|201.1|201.2|201.4|201.5|201.6|201.7|201.73|201.71|201.77|201.92|201.61|201.64|201.91|201.96|201.97|201.94|201.72|201.98|201.75|201.95|201.70|201.78|201.44|201.54|201.60|201.56|201.57|201.18|201.55|201.52|201.53|201.50|201.51|201.12|201.13|201.10|201.11|201.16|201.17|201.14|201.15|201|201.9|201.76|201.62|201.68|201.67|201.74|201.66|201.58|201.65|201.23|201.22|201.21|201.20|201.27|201.26|201.25|201.24|201.63|201.28|201.93|201.90|201.48|201.45|201.08|201.47|201.46|201.41|201.40|201.43|201.42|201.01|201.00|201.03|201.02|201.05|201.04|201.07|201.06	Hodgkin's disease, lymphocytic depletion, involving lymph nodes of multiple sites|"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of head, face, and neck"|"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites"|"Hodgkin's sarcoma"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck"|"Hodgkin's sarcoma involving lymph nodes of multiple sites"|"Hodgkin's disease, lymphocytic-histiocytic predominance"|"Hodgkin's disease, unspecified type, involving spleen"|"Hodgkin's granuloma involving intrapelvic lymph nodes"|"Hodgkin's disease, unspecified type, involving lymph nodes of inguinal region and lower limb"|"Hodgkin's paragranuloma"|"Hodgkin's granuloma involving lymph nodes of axilla and upper limb"|"Hodgkin's disease, unspecified type, involving intrathoracic lymph nodes"|"Hodgkin's sarcoma involving spleen"|"Hodgkin's disease, lymphocytic depletion, involving spleen"|"Hodgkin's disease, lymphocytic depletion, involving intrathoracic lymph nodes"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving spleen"|"Hodgkin's disease, mixed cellularity, involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, mixed cellularity, involving intrathoracic lymph nodes"|"Hodgkin's disease, lymphocytic depletion"|"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb"|"Hodgkin's granuloma involving lymph nodes of head, face, and neck"|"Hodgkin's disease, lymphocytic depletion, involving intra-abdominal lymph nodes"|"Hodgkin's sarcoma involving intrathoracic lymph nodes"|"Hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, nodular sclerosis, involving lymph nodes of multiple sites"|"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites"|"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites"|"Hodgkin's sarcoma involving intra-abdominal lymph nodes"|"Hodgkin's disease, unspecified type, involving lymph nodes of multiple sites"|"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites"|"Hodgkin's disease, mixed cellularity"|"Hodgkin's disease"|"Hodgkin's disease, nodular sclerosis, involving lymph nodes of head, face, and neck"|"Hodgkin's paragranuloma involving lymph nodes of axilla and upper limb"|"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of head, face, and neck"|"Hodgkin's granuloma"|"Hodgkin's disease, mixed cellularity, involving lymph nodes of multiple sites"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites"|"Hodgkin's disease, nodular sclerosis"|"Hodgkin's paragranuloma involving intrapelvic lymph nodes"|"Hodgkin's disease, nodular sclerosis, involving intra-abdominal lymph nodes"|"Hodgkin's granuloma involving lymph nodes of multiple sites"|"Hodgkin's paragranuloma involving lymph nodes of multiple sites"|"Hodgkin's disease, lymphocytic depletion, involving intrapelvic lymph nodes"|"Hodgkin's disease, nodular sclerosis, involving lymph nodes of inguinal region and lower limb"|"Hodgkin's paragranuloma involving spleen"|"Hodgkin's sarcoma involving lymph nodes of axilla and upper limb"|"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"|"Hodgkin's disease, nodular sclerosis, involving lymph nodes of axilla and upper limb"|"Hodgkin's paragranuloma involving lymph nodes of head, face, and neck"|"Hodgkin's granuloma involving spleen"|"Hodgkin's disease, mixed cellularity, involving intra-abdominal lymph nodes"|"Hodgkin's paragranuloma involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, unspecified type, involving intra-abdominal lymph nodes"|"Hodgkin's paragranuloma involving intrathoracic lymph nodes"|"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites"|"Hodgkin's paragranuloma involving intra-abdominal lymph nodes"|"Hodgkin's disease, mixed cellularity, involving lymph nodes of axilla and upper limb"|"Hodgkin's sarcoma involving lymph nodes of head, face, and neck"|"Hodgkin's granuloma involving intrathoracic lymph nodes"|"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of axilla and upper limb"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes"|"Hodgkin's disease, nodular sclerosis, involving spleen"|"Hodgkin's granuloma involving lymph nodes of inguinal region and lower limb"|"Hodgkin's disease, nodular sclerosis, involving intrapelvic lymph nodes"|"Hodgkin's sarcoma involving intrapelvic lymph nodes"|"Hodgkin's disease, unspecified type, involving intrapelvic lymph nodes"|"Hodgkin's granuloma involving intra-abdominal lymph nodes"|"Hodgkin's disease, unspecified type, involving lymph nodes of head, face, and neck"|"Hodgkin's disease, nodular sclerosis, involving intrathoracic lymph nodes"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving intra-abdominal lymph nodes"|"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites"|"Hodgkin's disease, mixed cellularity, involving intrapelvic lymph nodes"|"Hodgkin's disease, unspecified type, involving lymph nodes of axilla and upper limb"|"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes"|"Hodgkin's disease, mixed cellularity, involving spleen"|"Hodgkin's disease, unspecified type"
